candidate_id,group_key
job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_3,SM_Ti_014
job_098_Mg_fe_-1.184_n4_generated_crystals_cif__gen_1,SM_Mg_004
job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_0,SM_Ni_013
job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_1,SM_Ni_003
job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_2,SM_Ni_003
job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_3,SM_Ni_001
job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_0,SM_Co_001
job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_1,SM_Co_012
job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_2,SM_Co_004
job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_3,SM_Co_004
job_101_Mg_fe_-1.339_n4_generated_crystals_cif__gen_1,SM_Mg_003
job_101_Mg_fe_-1.339_n4_generated_crystals_cif__gen_2,SM_Mg_009
job_102_Ni_fe_-1.495_n4_generated_crystals_cif__gen_0,SM_Ni_008
job_102_Ni_fe_-1.495_n4_generated_crystals_cif__gen_2,SM_Ni_002
job_102_Ni_fe_-1.495_n4_generated_crystals_cif__gen_3,SM_Ni_003
job_103_Ti_fe_-1.058_n4_generated_crystals_cif__gen_0,SM_Ti_008
job_103_Ti_fe_-1.058_n4_generated_crystals_cif__gen_1,SM_Ti_010
job_103_Ti_fe_-1.058_n4_generated_crystals_cif__gen_2,SM_Ti_014
job_103_Ti_fe_-1.058_n4_generated_crystals_cif__gen_3,SM_Ti_008
job_104_Ni_fe_-1.453_n4_generated_crystals_cif__gen_0,SM_Ni_003
job_104_Ni_fe_-1.453_n4_generated_crystals_cif__gen_2,SM_Ni_002
job_105_Mn_fe_-0.898_n4_generated_crystals_cif__gen_0,SM_Mn_003
job_105_Mn_fe_-0.898_n4_generated_crystals_cif__gen_1,SM_Mn_005
job_105_Mn_fe_-0.898_n4_generated_crystals_cif__gen_2,SM_Mn_004
job_105_Mn_fe_-0.898_n4_generated_crystals_cif__gen_3,SM_Mn_003
job_106_Mn_fe_-1.140_n4_generated_crystals_cif__gen_1,SM_Mn_017
