candidate_id,hidden_p_dft_evaluable,score_source
job_227_Mg_fe_-1.196_n4_generated_crystals_cif__gen_3,0.5812318586127019,full_model_unseen_pool
job_230_Mg_fe_-1.419_n4_generated_crystals_cif__gen_3,0.7878704734201486,full_model_unseen_pool
job_232_Mn_fe_-1.004_n4_generated_crystals_cif__gen_1,0.6925450094089673,full_model_unseen_pool
job_232_Mn_fe_-1.004_n4_generated_crystals_cif__gen_2,0.3672340531805006,full_model_unseen_pool
job_232_Mn_fe_-1.004_n4_generated_crystals_cif__gen_3,0.3740849240523277,full_model_unseen_pool
job_233_Mn_fe_-1.136_n4_generated_crystals_cif__gen_0,0.5303784975295541,full_model_unseen_pool
job_233_Mn_fe_-1.136_n4_generated_crystals_cif__gen_1,0.5049877247567938,full_model_unseen_pool
job_233_Mn_fe_-1.136_n4_generated_crystals_cif__gen_2,0.5318208314387465,full_model_unseen_pool
job_234_Cr_fe_-1.123_n4_generated_crystals_cif__gen_0,0.8711079774887389,full_model_unseen_pool
job_234_Cr_fe_-1.123_n4_generated_crystals_cif__gen_2,0.6994444702210099,full_model_unseen_pool
job_234_Cr_fe_-1.123_n4_generated_crystals_cif__gen_3,0.4364258625687119,full_model_unseen_pool
job_239_Mg_fe_-1.280_n4_generated_crystals_cif__gen_2,0.4253849099058595,full_model_unseen_pool
job_240_Cr_fe_-1.413_n4_generated_crystals_cif__gen_0,0.7794804207375529,full_model_unseen_pool
job_240_Cr_fe_-1.413_n4_generated_crystals_cif__gen_1,0.7413713478264299,full_model_unseen_pool
job_240_Cr_fe_-1.413_n4_generated_crystals_cif__gen_2,0.728915944454991,full_model_unseen_pool
job_249_Cr_fe_-1.500_n4_generated_crystals_cif__gen_0,0.6658840078735365,full_model_unseen_pool
job_249_Cr_fe_-1.500_n4_generated_crystals_cif__gen_1,0.1558326960552503,shallow_gradient_boosting_OOF
job_249_Cr_fe_-1.500_n4_generated_crystals_cif__gen_2,0.6201196832143931,full_model_unseen_pool
job_249_Cr_fe_-1.500_n4_generated_crystals_cif__gen_3,0.2814329514868702,full_model_unseen_pool
